page,signal_id,family,signal,status,evidence
/blog/cu-ce-serviciu-incepi/,OP118,geo_ere,Provider relationship,PARTIAL,present in page; semantic quality requires review
/blog/cu-ce-serviciu-incepi/,OP119,geo_ere,Provider inverse,PARTIAL,present in page; semantic quality requires review
/blog/cu-ce-serviciu-incepi/,OP120,geo_ere,Service-offer relation,PARTIAL,present in page; semantic quality requires review
/blog/cu-ce-serviciu-incepi/,OP121,geo_ere,Service-SOC relation,PARTIAL,present in page; semantic quality requires review
/blog/cu-ce-serviciu-incepi/,OP122,geo_ere,SOC-RRVI relation,PARTIAL,present in page; semantic quality requires review
/blog/cu-ce-serviciu-incepi/,OP123,geo_ere,Service-audience relation,PARTIAL,present in page; semantic quality requires review
/blog/cu-ce-serviciu-incepi/,OP124,geo_ere,Service-jurisdiction relation,PARTIAL,present in page; semantic quality requires review
/blog/cu-ce-serviciu-incepi/,OP125,geo_ere,Jurisdiction-regulation relation,PARTIAL,present in page; semantic quality requires review
/blog/cu-ce-serviciu-incepi/,OP126,geo_ere,Service-autonomy relation,PARTIAL,present in page; semantic quality requires review
/blog/cu-ce-serviciu-incepi/,OP127,geo_ere,Action-autonomy relation,PARTIAL,present in page; semantic quality requires review
/blog/cu-ce-serviciu-incepi/,OP128,geo_ere,Request-service relation,PARTIAL,present in page; semantic quality requires review
/blog/cu-ce-serviciu-incepi/,OP129,geo_ere,Request-quote relation,PARTIAL,present in page; semantic quality requires review
/blog/cu-ce-serviciu-incepi/,OP130,geo_ere,Quote-order relation,PARTIAL,present in page; semantic quality requires review
/blog/cu-ce-serviciu-incepi/,OP131,geo_ere,Order-delivery relation,PARTIAL,present in page; semantic quality requires review
/blog/cu-ce-serviciu-incepi/,OP132,geo_ere,Action-evidence relation,PARTIAL,present in page; semantic quality requires review
/blog/cu-ce-serviciu-incepi/,OP133,geo_ere,Cardinality available,PARTIAL,present in page; semantic quality requires review
/blog/cu-ce-serviciu-incepi/,OP134,geo_ere,Inverse relationships,PARTIAL,present in page; semantic quality requires review
/blog/cu-ce-serviciu-incepi/,OP135,geo_ere,Cross-source entity match,PARTIAL,present in page; semantic quality requires review
/blog/cu-ce-serviciu-incepi/,OP136,geo_ere,ERE reconstruction,PARTIAL,present in page; semantic quality requires review
/blog/cu-ce-serviciu-incepi/,OP137,aio_ai_readability,AI readable summary,PARTIAL,present in page; semantic quality requires review
/blog/cu-ce-serviciu-incepi/,OP138,aio_ai_readability,Canonical definition,PARTIAL,present in page; semantic quality requires review
/blog/cu-ce-serviciu-incepi/,OP139,aio_ai_readability,Context completeness,PARTIAL,present in page; semantic quality requires review
/blog/cu-ce-serviciu-incepi/,OP140,aio_ai_readability,Entity disambiguation,PARTIAL,present in page; semantic quality requires review
/blog/cu-ce-serviciu-incepi/,OP141,aio_ai_readability,Claim attribution,PARTIAL,present in page; semantic quality requires review
/blog/cu-ce-serviciu-incepi/,OP142,aio_ai_readability,Claim evidence link,PARTIAL,present in page; semantic quality requires review
/blog/cu-ce-serviciu-incepi/,OP143,aio_ai_readability,Citation-ready sentence,PARTIAL,present in page; semantic quality requires review
/blog/cu-ce-serviciu-incepi/,OP144,aio_ai_readability,Comparison-ready fields,PARTIAL,present in page; semantic quality requires review
/blog/cu-ce-serviciu-incepi/,OP145,aio_ai_readability,Decision-ready fields,PARTIAL,present in page; semantic quality requires review
/blog/cu-ce-serviciu-incepi/,OP146,aio_ai_readability,Action boundary clarity,PARTIAL,present in page; semantic quality requires review
/blog/cu-ce-serviciu-incepi/,OP147,aio_ai_readability,Escalation clarity,PARTIAL,present in page; semantic quality requires review
/blog/cu-ce-serviciu-incepi/,OP148,aio_ai_readability,Machine-readable mirror,PARTIAL,present in page; semantic quality requires review
/blog/cu-ce-serviciu-incepi/,OP149,aio_ai_readability,Cross-source consistency,PARTIAL,present in page; semantic quality requires review
/blog/cu-ce-serviciu-incepi/,OP150,aio_ai_readability,No ambiguous pronouns in key facts,PARTIAL,present in page; semantic quality requires review
/blog/cu-ce-serviciu-incepi/,OP151,aio_ai_readability,No hidden critical facts,PARTIAL,present in page; semantic quality requires review
/blog/cu-ce-serviciu-incepi/,OP152,aio_ai_readability,AI summary fidelity,PARTIAL,present in page; semantic quality requires review
/blog/cu-ce-serviciu-incepi/,OP153,internal_linking,Parent hub link,PARTIAL,present in page; semantic quality requires review
/blog/cu-ce-serviciu-incepi/,OP154,internal_linking,Child page links,PARTIAL,present in page; semantic quality requires review
/blog/cu-ce-serviciu-incepi/,OP155,internal_linking,Sibling contextual links,PARTIAL,present in page; semantic quality requires review
/blog/cu-ce-serviciu-incepi/,OP156,internal_linking,Canonical anchor text,PARTIAL,present in page; semantic quality requires review
/blog/cu-ce-serviciu-incepi/,OP157,internal_linking,No generic click-here dominance,PARTIAL,present in page; semantic quality requires review
/blog/cu-ce-serviciu-incepi/,OP158,internal_linking,No broken internal links,PASS,49 internal links
/blog/cu-ce-serviciu-incepi/,OP159,internal_linking,No orphan page,PARTIAL,present in page; semantic quality requires review
/blog/cu-ce-serviciu-incepi/,OP160,internal_linking,Breadcrumb link integrity,PASS,breadcrumb
/blog/cu-ce-serviciu-incepi/,OP161,internal_linking,Footer link integrity,PARTIAL,present in page; semantic quality requires review
/blog/cu-ce-serviciu-incepi/,OP162,internal_linking,Related content block,PARTIAL,present in page; semantic quality requires review
/blog/cu-ce-serviciu-incepi/,OP163,internal_linking,Intent cross-links,PARTIAL,present in page; semantic quality requires review
/blog/cu-ce-serviciu-incepi/,OP164,internal_linking,Product-service separation,PARTIAL,present in page; semantic quality requires review
/blog/cu-ce-serviciu-incepi/,OP165,internal_linking,Innovation proof links,PARTIAL,present in page; semantic quality requires review
/blog/cu-ce-serviciu-incepi/,OP166,internal_linking,Contact CTA integrity,PASS,CTA language
/blog/cu-ce-serviciu-incepi/,OP167,internal_linking,No excessive internal redirects,PARTIAL,present in page; semantic quality requires review
/blog/cu-ce-serviciu-incepi/,OP168,trust_evidence,Legal entity visible,PASS,trust/evidence cues
/blog/cu-ce-serviciu-incepi/,OP169,trust_evidence,Contact visible,PASS,contact
/blog/cu-ce-serviciu-incepi/,OP170,trust_evidence,Author/publisher visible,PASS,trust/evidence cues
/blog/cu-ce-serviciu-incepi/,OP171,trust_evidence,Date published visible,PASS,trust/evidence cues
/blog/cu-ce-serviciu-incepi/,OP172,trust_evidence,Date modified visible,PASS,trust/evidence cues
/blog/cu-ce-serviciu-incepi/,OP173,trust_evidence,Claim source visible,PASS,trust/evidence cues
/blog/cu-ce-serviciu-incepi/,OP174,trust_evidence,Proof link visible,PASS,trust/evidence cues
/blog/cu-ce-serviciu-incepi/,OP175,trust_evidence,Document ID visible,PASS,trust/evidence cues
/blog/cu-ce-serviciu-incepi/,OP176,trust_evidence,Version visible,PASS,trust/evidence cues
/blog/cu-ce-serviciu-incepi/,OP177,trust_evidence,SHA only if real,PASS,trust/evidence cues
/blog/cu-ce-serviciu-incepi/,OP178,trust_evidence,OTS only if real,PASS,trust/evidence cues
/blog/cu-ce-serviciu-incepi/,OP179,trust_evidence,OTS status explicit,PASS,trust/evidence cues
/blog/cu-ce-serviciu-incepi/,OP180,trust_evidence,No invented bitcoin block,PASS,trust/evidence cues
/blog/cu-ce-serviciu-incepi/,OP181,trust_evidence,Claim != Proof disclosure,PASS,trust/evidence cues
/blog/cu-ce-serviciu-incepi/,OP182,trust_evidence,Evidence relation,PASS,trust/evidence cues
/blog/cu-ce-serviciu-incepi/,OP183,trust_evidence,RRVI decision visibility,PASS,trust/evidence cues
/blog/cu-ce-serviciu-incepi/,OP184,trust_evidence,Human review disclosure,PASS,trust/evidence cues
/blog/cu-ce-serviciu-incepi/,OP185,trust_evidence,No false compliance guarantee,PASS,trust/evidence cues
/blog/cu-ce-serviciu-incepi/,OP186,trust_evidence,No false certification,PASS,trust/evidence cues
/blog/cu-ce-serviciu-incepi/,OP187,trust_evidence,Trust consistency,PASS,trust/evidence cues
/blog/cu-ce-serviciu-incepi/,OP188,agent_ready_governance,SOC reference,PASS,agent/governance cues
/blog/cu-ce-serviciu-incepi/,OP189,agent_ready_governance,Max autonomy,PASS,agent/governance cues
/blog/cu-ce-serviciu-incepi/,OP190,agent_ready_governance,Allowed actions,PASS,agent/governance cues
/blog/cu-ce-serviciu-incepi/,OP191,agent_ready_governance,Forbidden actions,PASS,agent/governance cues
/blog/cu-ce-serviciu-incepi/,OP192,agent_ready_governance,Eligibility rules,PASS,agent/governance cues
/blog/cu-ce-serviciu-incepi/,OP193,agent_ready_governance,Ineligibility rules,PASS,agent/governance cues
/blog/cu-ce-serviciu-incepi/,OP194,agent_ready_governance,Jurisdiction gate,PASS,agent/governance cues
/blog/cu-ce-serviciu-incepi/,OP195,agent_ready_governance,Regulation gate,PASS,agent/governance cues
/blog/cu-ce-serviciu-incepi/,OP196,agent_ready_governance,Financial threshold,PASS,agent/governance cues
/blog/cu-ce-serviciu-incepi/,OP197,agent_ready_governance,Human approval,PASS,agent/governance cues
/blog/cu-ce-serviciu-incepi/,OP198,agent_ready_governance,RRVI publish gate,PASS,agent/governance cues
/blog/cu-ce-serviciu-incepi/,OP199,agent_ready_governance,RRVI runtime gate,PASS,agent/governance cues
/blog/cu-ce-serviciu-incepi/,OP200,agent_ready_governance,allow outcome,PASS,agent/governance cues
/blog/cu-ce-serviciu-incepi/,OP201,agent_ready_governance,allow_with_conditions outcome,PASS,agent/governance cues
/blog/cu-ce-serviciu-incepi/,OP202,agent_ready_governance,human_review_required outcome,PASS,agent/governance cues
/blog/cu-ce-serviciu-incepi/,OP203,agent_ready_governance,block outcome,PASS,agent/governance cues
/blog/cu-ce-serviciu-incepi/,OP204,agent_ready_governance,No rule no autonomy,PASS,agent/governance cues
/blog/cu-ce-serviciu-incepi/,OP205,agent_ready_governance,No jurisdiction no sensitive action,PASS,agent/governance cues
/blog/cu-ce-serviciu-incepi/,OP206,agent_ready_governance,No approval no commitment,PASS,agent/governance cues
/blog/cu-ce-serviciu-incepi/,OP207,agent_ready_governance,No evidence no proof,PASS,agent/governance cues
/blog/cu-ce-serviciu-incepi/,OP208,media_accessibility,Image alt,NA,no images
/blog/cu-ce-serviciu-incepi/,OP209,media_accessibility,Decorative image handling,PARTIAL,present in page; semantic quality requires review
/blog/cu-ce-serviciu-incepi/,OP210,media_accessibility,Image width/height,PARTIAL,present in page; semantic quality requires review
/blog/cu-ce-serviciu-incepi/,OP211,media_accessibility,Modern image format,PARTIAL,present in page; semantic quality requires review
/blog/cu-ce-serviciu-incepi/,OP212,media_accessibility,Lazy loading non-critical,NA,no images
/blog/cu-ce-serviciu-incepi/,OP213,media_accessibility,Hero image priority,PARTIAL,present in page; semantic quality requires review
/blog/cu-ce-serviciu-incepi/,OP214,media_accessibility,Readable contrast,PARTIAL,present in page; semantic quality requires review
/blog/cu-ce-serviciu-incepi/,OP215,media_accessibility,Keyboard navigation,PARTIAL,present in page; semantic quality requires review
/blog/cu-ce-serviciu-incepi/,OP216,media_accessibility,Semantic buttons,PARTIAL,present in page; semantic quality requires review
/blog/cu-ce-serviciu-incepi/,OP217,media_accessibility,Form labels,PARTIAL,present in page; semantic quality requires review
/blog/cu-ce-serviciu-incepi/,OP218,media_accessibility,Error messages,PARTIAL,present in page; semantic quality requires review
/blog/cu-ce-serviciu-incepi/,OP219,media_accessibility,ARIA correctness,PARTIAL,present in page; semantic quality requires review
/blog/cu-ce-serviciu-incepi/,OP220,media_accessibility,Mobile content parity,PARTIAL,present in page; semantic quality requires review
/blog/cu-ce-serviciu-incepi/,OP221,media_accessibility,No text only in image,PARTIAL,present in page; semantic quality requires review
/blog/cu-ce-serviciu-incepi/,OP222,media_accessibility,No blocking popup,PARTIAL,present in page; semantic quality requires review
/blog/cu-ce-serviciu-incepi/,OP223,performance_rendering,Critical content server/render available,NA,requires deployed runtime/browser measurement
/blog/cu-ce-serviciu-incepi/,OP224,performance_rendering,No JS-only canonical text,NA,requires deployed runtime/browser measurement
/blog/cu-ce-serviciu-incepi/,OP225,performance_rendering,Crawlable href links,NA,requires deployed runtime/browser measurement
/blog/cu-ce-serviciu-incepi/,OP226,performance_rendering,LCP hygiene,NA,requires deployed runtime/browser measurement
/blog/cu-ce-serviciu-incepi/,OP227,performance_rendering,CLS hygiene,NA,requires deployed runtime/browser measurement
/blog/cu-ce-serviciu-incepi/,OP228,performance_rendering,INP hygiene,NA,requires deployed runtime/browser measurement
/blog/cu-ce-serviciu-incepi/,OP229,performance_rendering,CSS blocking control,NA,requires deployed runtime/browser measurement
/blog/cu-ce-serviciu-incepi/,OP230,performance_rendering,JS bloat control,NA,requires deployed runtime/browser measurement
/blog/cu-ce-serviciu-incepi/,OP231,performance_rendering,Font loading hygiene,NA,requires deployed runtime/browser measurement
/blog/cu-ce-serviciu-incepi/,OP232,performance_rendering,Image optimization,NA,requires deployed runtime/browser measurement
/blog/cu-ce-serviciu-incepi/,OP233,performance_rendering,No huge DOM,NA,requires deployed runtime/browser measurement
/blog/cu-ce-serviciu-incepi/,OP234,performance_rendering,No hidden duplicate content,NA,requires deployed runtime/browser measurement
/blog/cu-ce-serviciu-incepi/,OP235,performance_rendering,Rendered/body parity,NA,requires deployed runtime/browser measurement
/blog/cu-ce-serviciu-incepi/,OP236,performance_rendering,Mobile performance parity,NA,requires deployed runtime/browser measurement
/blog/cu-ce-serviciu-incepi/,OP237,performance_rendering,No layout dependency for semantics,NA,requires deployed runtime/browser measurement
/blog/cu-ce-serviciu-incepi/,OP238,page_type_specific,Homepage no breadcrumb,PASS,breadcrumb
/blog/cu-ce-serviciu-incepi/,OP239,page_type_specific,Internal page breadcrumb,PASS,breadcrumb
/blog/cu-ce-serviciu-incepi/,OP240,page_type_specific,Service page Service schema,PARTIAL,requires page-type semantic review
/blog/cu-ce-serviciu-incepi/,OP241,page_type_specific,Product page product semantics,PARTIAL,requires page-type semantic review
/blog/cu-ce-serviciu-incepi/,OP242,page_type_specific,Offer page commercial clarity,PARTIAL,requires page-type semantic review
/blog/cu-ce-serviciu-incepi/,OP243,page_type_specific,Agent-ready page category definition,PARTIAL,requires page-type semantic review
/blog/cu-ce-serviciu-incepi/,OP244,page_type_specific,SOC page canonical definition,PARTIAL,requires page-type semantic review
/blog/cu-ce-serviciu-incepi/,OP245,page_type_specific,RRVI page canonical definition,PARTIAL,requires page-type semantic review
/blog/cu-ce-serviciu-incepi/,OP246,page_type_specific,EU AI Act page scope control,PARTIAL,requires page-type semantic review
/blog/cu-ce-serviciu-incepi/,OP247,page_type_specific,Innovation page proof block,PARTIAL,requires page-type semantic review
/blog/cu-ce-serviciu-incepi/,OP248,page_type_specific,Blog article BlogPosting,PARTIAL,requires page-type semantic review
/blog/cu-ce-serviciu-incepi/,OP249,page_type_specific,Question page Question/Answer semantics,PARTIAL,page type
/blog/cu-ce-serviciu-incepi/,OP250,page_type_specific,Contact page ContactPage semantics,PASS,contact
/blog/cu-ce-serviciu-incepi/,OP251,page_type_specific,Mission page unique content,PARTIAL,requires page-type semantic review
/blog/cu-ce-serviciu-incepi/,OP252,page_type_specific,Vision page unique content,PARTIAL,requires page-type semantic review
/blog/cui-se-adreseaza-agent-ready-b2b/,OP001,meta_head,Unique title,PASS,Cui se adresează Agent-Ready B2B Services? | AiVenture
/blog/cui-se-adreseaza-agent-ready-b2b/,OP002,meta_head,Title primary intent,PASS,Cui se adresează Agent-Ready B2B Services? | AiVenture
/blog/cui-se-adreseaza-agent-ready-b2b/,OP003,meta_head,Title entity clarity,PASS,Cui se adresează Agent-Ready B2B Services? | AiVenture
/blog/cui-se-adreseaza-agent-ready-b2b/,OP004,meta_head,Title brand suffix,PASS,Cui se adresează Agent-Ready B2B Services? | AiVenture
/blog/cui-se-adreseaza-agent-ready-b2b/,OP005,meta_head,Unique meta description,PASS,Cui se adresează Agent-Ready B2B Services? — explicație AiVenture.
/blog/cui-se-adreseaza-agent-ready-b2b/,OP006,meta_head,Meta description proposition,PASS,Cui se adresează Agent-Ready B2B Services? — explicație AiVenture.
/blog/cui-se-adreseaza-agent-ready-b2b/,OP007,meta_head,Meta description intent match,PASS,Cui se adresează Agent-Ready B2B Services? — explicație AiVenture.
/blog/cui-se-adreseaza-agent-ready-b2b/,OP008,meta_head,Canonical present,PASS,https://aiventure.ro/blog/cui-se-adreseaza-agent-ready-b2b/
/blog/cui-se-adreseaza-agent-ready-b2b/,OP009,meta_head,Canonical self-reference,PASS,https://aiventure.ro/blog/cui-se-adreseaza-agent-ready-b2b/
/blog/cui-se-adreseaza-agent-ready-b2b/,OP010,meta_head,Canonical HTTPS,PARTIAL,present in page; semantic quality requires review
/blog/cui-se-adreseaza-agent-ready-b2b/,OP011,meta_head,Canonical host consistency,PARTIAL,present in page; semantic quality requires review
/blog/cui-se-adreseaza-agent-ready-b2b/,OP012,meta_head,Robots meta present,PASS,meta robots
/blog/cui-se-adreseaza-agent-ready-b2b/,OP013,meta_head,Robots indexability correct,PARTIAL,present in page; semantic quality requires review
/blog/cui-se-adreseaza-agent-ready-b2b/,OP014,meta_head,Language declaration,PASS,lang=ro
/blog/cui-se-adreseaza-agent-ready-b2b/,OP015,meta_head,Charset UTF-8,PASS,utf-8
/blog/cui-se-adreseaza-agent-ready-b2b/,OP016,meta_head,Viewport present,PASS,viewport
/blog/cui-se-adreseaza-agent-ready-b2b/,OP017,meta_head,Theme color,PARTIAL,present in page; semantic quality requires review
/blog/cui-se-adreseaza-agent-ready-b2b/,OP018,meta_head,OG title,PASS,Cui se adresează Agent-Ready B2B Services? | AiVenture
/blog/cui-se-adreseaza-agent-ready-b2b/,OP019,meta_head,OG description,PASS,OpenGraph
/blog/cui-se-adreseaza-agent-ready-b2b/,OP020,meta_head,OG URL,PASS,OpenGraph
/blog/cui-se-adreseaza-agent-ready-b2b/,OP021,meta_head,OG image,PASS,OpenGraph
/blog/cui-se-adreseaza-agent-ready-b2b/,OP022,meta_head,OG type,PASS,OpenGraph
/blog/cui-se-adreseaza-agent-ready-b2b/,OP023,meta_head,Twitter card,PASS,Twitter meta
/blog/cui-se-adreseaza-agent-ready-b2b/,OP024,meta_head,Twitter title,PASS,Cui se adresează Agent-Ready B2B Services? | AiVenture
/blog/cui-se-adreseaza-agent-ready-b2b/,OP025,meta_head,Twitter description,PASS,Twitter meta
/blog/cui-se-adreseaza-agent-ready-b2b/,OP026,meta_head,Twitter image,PASS,Twitter meta
/blog/cui-se-adreseaza-agent-ready-b2b/,OP027,meta_head,Primary image declaration,PARTIAL,present in page; semantic quality requires review
/blog/cui-se-adreseaza-agent-ready-b2b/,OP028,meta_head,Published date metadata,PARTIAL,present in page; semantic quality requires review
/blog/cui-se-adreseaza-agent-ready-b2b/,OP029,meta_head,Modified date metadata,PARTIAL,present in page; semantic quality requires review
/blog/cui-se-adreseaza-agent-ready-b2b/,OP030,meta_head,Session metadata,PARTIAL,present in page; semantic quality requires review
/blog/cui-se-adreseaza-agent-ready-b2b/,OP031,meta_head,Timestamp metadata,PARTIAL,present in page; semantic quality requires review
/blog/cui-se-adreseaza-agent-ready-b2b/,OP032,page_structure,Header present,PARTIAL,present in page; semantic quality requires review
/blog/cui-se-adreseaza-agent-ready-b2b/,OP033,page_structure,Header session visible,PARTIAL,present in page; semantic quality requires review
/blog/cui-se-adreseaza-agent-ready-b2b/,OP034,page_structure,Header timestamp visible,PARTIAL,present in page; semantic quality requires review
/blog/cui-se-adreseaza-agent-ready-b2b/,OP035,page_structure,Primary navigation present,PARTIAL,present in page; semantic quality requires review
/blog/cui-se-adreseaza-agent-ready-b2b/,OP036,page_structure,Breadcrumb internal page,PASS,breadcrumb
/blog/cui-se-adreseaza-agent-ready-b2b/,OP037,page_structure,No breadcrumb on homepage,PASS,breadcrumb
/blog/cui-se-adreseaza-agent-ready-b2b/,OP038,page_structure,Breadcrumb position,PASS,breadcrumb
/blog/cui-se-adreseaza-agent-ready-b2b/,OP039,page_structure,Unique H1,PASS,Cui se adresează Agent-Ready B2B Services?
/blog/cui-se-adreseaza-agent-ready-b2b/,OP040,page_structure,H1 intent alignment,PASS,Cui se adresează Agent-Ready B2B Services?
/blog/cui-se-adreseaza-agent-ready-b2b/,OP041,page_structure,H1 not duplicated,PASS,Cui se adresează Agent-Ready B2B Services?
/blog/cui-se-adreseaza-agent-ready-b2b/,OP042,page_structure,H2 semantic hierarchy,PASS,H2
/blog/cui-se-adreseaza-agent-ready-b2b/,OP043,page_structure,H3 semantic hierarchy,PARTIAL,present in page; semantic quality requires review
/blog/cui-se-adreseaza-agent-ready-b2b/,OP044,page_structure,No skipped hierarchy,PASS,skip link
/blog/cui-se-adreseaza-agent-ready-b2b/,OP045,page_structure,Main landmark,PASS,main
/blog/cui-se-adreseaza-agent-ready-b2b/,OP046,page_structure,Section semantics,PARTIAL,present in page; semantic quality requires review
/blog/cui-se-adreseaza-agent-ready-b2b/,OP047,page_structure,Footer global,PARTIAL,present in page; semantic quality requires review
/blog/cui-se-adreseaza-agent-ready-b2b/,OP048,page_structure,Footer quick links,PARTIAL,present in page; semantic quality requires review
/blog/cui-se-adreseaza-agent-ready-b2b/,OP049,page_structure,Footer contact,PASS,contact
/blog/cui-se-adreseaza-agent-ready-b2b/,OP050,page_structure,Footer social links,PARTIAL,present in page; semantic quality requires review
/blog/cui-se-adreseaza-agent-ready-b2b/,OP051,page_structure,Footer legal links,PARTIAL,present in page; semantic quality requires review
/blog/cui-se-adreseaza-agent-ready-b2b/,OP052,content_core,Primary answer above fold,PARTIAL,page type
/blog/cui-se-adreseaza-agent-ready-b2b/,OP053,content_core,Canonical positioning consistency,PARTIAL,present in page; semantic quality requires review
/blog/cui-se-adreseaza-agent-ready-b2b/,OP054,content_core,Audience explicit,PARTIAL,present in page; semantic quality requires review
/blog/cui-se-adreseaza-agent-ready-b2b/,OP055,content_core,Problem explicit,PARTIAL,present in page; semantic quality requires review
/blog/cui-se-adreseaza-agent-ready-b2b/,OP056,content_core,Outcome explicit,PARTIAL,present in page; semantic quality requires review
/blog/cui-se-adreseaza-agent-ready-b2b/,OP057,content_core,Offer explicit,PARTIAL,present in page; semantic quality requires review
/blog/cui-se-adreseaza-agent-ready-b2b/,OP058,content_core,Deliverables explicit,PARTIAL,present in page; semantic quality requires review
/blog/cui-se-adreseaza-agent-ready-b2b/,OP059,content_core,Exclusions explicit,PARTIAL,present in page; semantic quality requires review
/blog/cui-se-adreseaza-agent-ready-b2b/,OP060,content_core,Differentiators explicit,PARTIAL,present in page; semantic quality requires review
/blog/cui-se-adreseaza-agent-ready-b2b/,OP061,content_core,Negative scope explicit,PARTIAL,present in page; semantic quality requires review
/blog/cui-se-adreseaza-agent-ready-b2b/,OP062,content_core,Geography explicit,PARTIAL,present in page; semantic quality requires review
/blog/cui-se-adreseaza-agent-ready-b2b/,OP063,content_core,Jurisdiction explicit,PARTIAL,present in page; semantic quality requires review
/blog/cui-se-adreseaza-agent-ready-b2b/,OP064,content_core,Language scope explicit,PARTIAL,present in page; semantic quality requires review
/blog/cui-se-adreseaza-agent-ready-b2b/,OP065,content_core,Price/rule explicit,PARTIAL,present in page; semantic quality requires review
/blog/cui-se-adreseaza-agent-ready-b2b/,OP066,content_core,Availability explicit,PARTIAL,present in page; semantic quality requires review
/blog/cui-se-adreseaza-agent-ready-b2b/,OP067,content_core,SLA explicit,PARTIAL,present in page; semantic quality requires review
/blog/cui-se-adreseaza-agent-ready-b2b/,OP068,content_core,Version explicit,PARTIAL,present in page; semantic quality requires review
/blog/cui-se-adreseaza-agent-ready-b2b/,OP069,content_core,Freshness explicit,PARTIAL,present in page; semantic quality requires review
/blog/cui-se-adreseaza-agent-ready-b2b/,OP070,content_core,No stale contradiction,PARTIAL,present in page; semantic quality requires review
/blog/cui-se-adreseaza-agent-ready-b2b/,OP071,content_core,No generic AI drift,PARTIAL,present in page; semantic quality requires review
/blog/cui-se-adreseaza-agent-ready-b2b/,OP072,aeo_faq,Direct what answer,PARTIAL,page type
/blog/cui-se-adreseaza-agent-ready-b2b/,OP073,aeo_faq,Direct who answer,PARTIAL,page type
/blog/cui-se-adreseaza-agent-ready-b2b/,OP074,aeo_faq,Direct why answer,PARTIAL,page type
/blog/cui-se-adreseaza-agent-ready-b2b/,OP075,aeo_faq,Direct how answer,PARTIAL,page type
/blog/cui-se-adreseaza-agent-ready-b2b/,OP076,aeo_faq,Direct where answer,PARTIAL,page type
/blog/cui-se-adreseaza-agent-ready-b2b/,OP077,aeo_faq,Direct when answer,PARTIAL,page type
/blog/cui-se-adreseaza-agent-ready-b2b/,OP078,aeo_faq,Direct cost answer,PARTIAL,page type
/blog/cui-se-adreseaza-agent-ready-b2b/,OP079,aeo_faq,Direct eligibility answer,PARTIAL,page type
/blog/cui-se-adreseaza-agent-ready-b2b/,OP080,aeo_faq,Direct next-step answer,PARTIAL,page type
/blog/cui-se-adreseaza-agent-ready-b2b/,OP081,aeo_faq,FAQ visible,NA,not a designated FAQ/money page
/blog/cui-se-adreseaza-agent-ready-b2b/,OP082,aeo_faq,10 contextual FAQs,NA,not a designated FAQ/money page
/blog/cui-se-adreseaza-agent-ready-b2b/,OP083,aeo_faq,FAQ questions unique,NA,not a designated FAQ/money page
/blog/cui-se-adreseaza-agent-ready-b2b/,OP084,aeo_faq,FAQ answers direct,NA,not a designated FAQ/money page
/blog/cui-se-adreseaza-agent-ready-b2b/,OP085,aeo_faq,FAQ no contradiction,NA,not a designated FAQ/money page
/blog/cui-se-adreseaza-agent-ready-b2b/,OP086,aeo_faq,FAQ schema parity,NA,not a designated FAQ/money page
/blog/cui-se-adreseaza-agent-ready-b2b/,OP087,aeo_faq,Intent mapping,PARTIAL,present in page; semantic quality requires review
/blog/cui-se-adreseaza-agent-ready-b2b/,OP088,aeo_faq,TOF/MOF/BOF role,PARTIAL,present in page; semantic quality requires review
/blog/cui-se-adreseaza-agent-ready-b2b/,OP089,aeo_faq,Question hub linkage,PARTIAL,page type
/blog/cui-se-adreseaza-agent-ready-b2b/,OP090,aeo_faq,Answer block quotability,PARTIAL,page type
/blog/cui-se-adreseaza-agent-ready-b2b/,OP091,aeo_faq,Conversational readability,PARTIAL,present in page; semantic quality requires review
/blog/cui-se-adreseaza-agent-ready-b2b/,OP092,schema_org,JSON-LD present,PASS,1 JSON-LD block(s)
/blog/cui-se-adreseaza-agent-ready-b2b/,OP093,schema_org,WebPage type,PASS,1 JSON-LD block(s)
/blog/cui-se-adreseaza-agent-ready-b2b/,OP094,schema_org,Correct page subtype,PASS,1 JSON-LD block(s)
/blog/cui-se-adreseaza-agent-ready-b2b/,OP095,schema_org,Organization reference,PASS,1 JSON-LD block(s)
/blog/cui-se-adreseaza-agent-ready-b2b/,OP096,schema_org,WebSite reference,PASS,1 JSON-LD block(s)
/blog/cui-se-adreseaza-agent-ready-b2b/,OP097,schema_org,mainEntity,PASS,1 JSON-LD block(s)
/blog/cui-se-adreseaza-agent-ready-b2b/,OP098,schema_org,about,PASS,1 JSON-LD block(s)
/blog/cui-se-adreseaza-agent-ready-b2b/,OP099,schema_org,mentions,PASS,1 JSON-LD block(s)
/blog/cui-se-adreseaza-agent-ready-b2b/,OP100,schema_org,BreadcrumbList,PASS,breadcrumb
/blog/cui-se-adreseaza-agent-ready-b2b/,OP101,schema_org,Service schema,PASS,1 JSON-LD block(s)
/blog/cui-se-adreseaza-agent-ready-b2b/,OP102,schema_org,Offer schema,PASS,1 JSON-LD block(s)
/blog/cui-se-adreseaza-agent-ready-b2b/,OP103,schema_org,OfferCatalog schema,PASS,1 JSON-LD block(s)
/blog/cui-se-adreseaza-agent-ready-b2b/,OP104,schema_org,FAQPage schema,NA,not a designated FAQ/money page
/blog/cui-se-adreseaza-agent-ready-b2b/,OP105,schema_org,DefinedTerm schema,PASS,1 JSON-LD block(s)
